    0.138671130876737010E+02    0.377858207906305144E+00    0.146860781328001764E+02    0.915644235844847221E+00    0.123116038506074177E+01   -0.255756564781839302E+02
    0.138434240464362173E+02    0.387855093618442226E+00    0.153210306531593901E+02    0.696364294670906103E+00    0.193754989384171850E+00   -0.253852345982791832E+02
    0.137581341362252694E+02    0.360479766354340370E+00    0.145500458142527194E+02    0.177342262634044090E+01    0.277698319417889194E+00   -0.253166822249786279E+02
    0.140990343560210114E+02    0.593735702017059053E+00    0.150352155135221945E+02    0.106584000308501858E+01    0.239090538389959001E+00   -0.252129751371815836E+02
    0.139072523425742816E+02    0.496756414382968692E+00    0.141633289761504813E+02    0.973502123416640330E+00    0.231098916619023198E+01   -0.250641224760189694E+02
    0.138891908294127280E+02    0.492057212326076465E+00    0.147571194027802512E+02    0.699717311319987267E+00    0.102657720949750830E+01   -0.241141327708256910E+02
    0.139030913149022748E+02    0.479542986528677440E+00    0.142171590082781325E+02    0.942974115169688765E+00    0.213922574167456769E+01   -0.236226414353474681E+02
    0.139095476186488725E+02    0.427022848247272657E+00    0.145378728844344103E+02    0.125801821114911405E+01    0.115866427679436090E+01   -0.234877293157409355E+02
    0.140395501156868452E+02    0.584307151062222641E+00    0.144166304752081000E+02    0.641366846893221543E+00    0.164809708937520361E+01   -0.233874753581737345E+02
    0.140706524669816595E+02    0.681586931993177547E+00    0.145217422916625747E+02    0.160390359638393321E+01    0.492033907529186298E+00   -0.233262575487394237E+02
    0.139618401170689541E+02    0.522875385413586358E+00    0.143210633887916607E+02    0.111972924217453951E+01    0.177959998789517315E+01   -0.231879339305843679E+02
    0.139475684211640143E+02    0.575711302816150239E+00    0.142881147729073898E+02    0.939115527967767871E+00    0.157089249890492044E+01   -0.230879783096722200E+02
    0.138942383333479604E+02    0.431755110514301654E+00    0.143440397485687576E+02    0.653213143882947600E+00    0.203313468589632196E+01   -0.230111703473520564E+02
    0.138667264133914756E+02    0.446327763927052368E+00    0.146034895819480433E+02    0.162980260381933650E+01    0.514684589768634404E+00   -0.228530646605289576E+02
    0.142245963838476506E+02    0.773521518374398864E+00    0.147488866421933498E+02    0.137077604533495201E+01    0.220579799892805323E+00   -0.228180562954972608E+02
