3.874348816863885077e+02 3.225878891192252809e+02 2.693017498962626064e+02 2.253250963036543624e+02 1.860806010040722924e+02 1.510421550909661335e+02 1.256796212689014141e+02 1.092604939851722747e+02 9.730961111338613989e+01 8.731409187552380047e+01 7.815017469328891764e+01 6.947243237180828146e+01 6.129015448409898426e+01 5.366270274138869922e+01 4.662636582791128603e+01 4.021539536176981500e+01 3.442697959780223016e+01 2.919026458960267334e+01 2.448010342335508227e+01 2.029990576443709216e+01 1.659801078611282676e+01 1.333921591954228347e+01 1.052370118729845316e+01 8.124411569801910815e+00 6.125515597946829871e+00 4.511788950524760367e+00 3.236612420893687059e+00 2.260373269006731078e+00 1.565263004131850266e+00 1.135147217381085039e+00 1.332404822490600941e-04
3.678446480943627535e+02 3.026943530719335627e+02 2.493986970250316801e+02 2.047674170342879734e+02 1.640369279883797731e+02 1.338973806877395134e+02 1.140027645089049173e+02 1.006592118130089233e+02 9.031480644566914862e+01 8.126237644119949266e+01 7.277444297329962808e+01 6.468427485418679623e+01 5.707885372485126396e+01 5.000040735263473834e+01 4.345819753818301479e+01 3.750182993875811377e+01 3.213420496733679954e+01 2.726066326055634192e+01 2.286416969008159228e+01 1.897003701908993989e+01 1.551940942388380051e+01 1.246956748299946049e+01 9.838488495525075095e+00 7.599245579569776865e+00 5.730009192312400579e+00 4.223571705406686583e+00 3.034259183998296638e+00 2.124371438129660117e+00 1.476267237080693073e+00 1.073531925879338544e+00 1.577184589424623451e-04
3.732382356490133475e+02 3.082033819397694856e+02 2.553339888015143799e+02 2.103088261677330024e+02 1.725788699014007648e+02 1.446031601356241367e+02 1.244652943643045262e+02 1.099822816854742200e+02 9.839891221464178273e+01 8.830704383398358459e+01 7.892663813891881830e+01 7.000579577691047461e+01 6.168372772523995451e+01 5.396511888762755405e+01 4.682054231040007863e+01 4.034238754618873202e+01 3.454366354640907133e+01 2.927516016842998070e+01 2.452209136439810067e+01 2.033815879696728857e+01 1.663590817065293948e+01 1.334978096806259096e+01 1.052387588692238118e+01 8.124886078725495508e+00 6.116912807016494646e+00 4.502223077834294429e+00 3.227898725021426163e+00 2.253813022253982723e+00 1.561526733159667835e+00 1.132586720306254735e+00 1.991054803839019947e-04
3.721995963060890062e+02 3.052873416766735772e+02 2.506243241591074877e+02 2.040993534565902223e+02 1.680078241825420378e+02 1.421203225250893354e+02 1.231804812527301181e+02 1.090242854083865467e+02 9.747288544160309698e+01 8.740340287864012225e+01 7.807773825987084138e+01 6.924177185404685986e+01 6.102210009857220285e+01 5.340249626539355887e+01 4.634074104831412200e+01 3.993761063406875422e+01 3.421029804069277702e+01 2.899688531958162585e+01 2.428784116733413967e+01 2.014892347934842221e+01 1.648632277831951143e+01 1.322863386964372800e+01 1.042966015249283984e+01 8.055072747730740446e+00 6.064844173997090415e+00 4.465127323091564016e+00 3.202237786822023757e+00 2.236580631999503410e+00 1.550288571352521627e+00 1.124812304801196872e+00 1.812611334045164898e-04
3.931428015688888991e+02 3.222471514925699125e+02 2.642571178127681719e+02 2.144864909956866086e+02 1.736990862793226427e+02 1.444184914542036040e+02 1.237944743846082361e+02 1.090662698909051613e+02 9.742229351525324432e+01 8.739112163695708091e+01 7.810705939163442224e+01 6.929140111907167920e+01 6.107752328459237390e+01 5.345633159689971592e+01 4.638929475980721406e+01 3.997995757317550414e+01 3.424686227519641335e+01 2.902795585194191119e+01 2.431412870339141463e+01 2.017150975779772892e+01 1.650541760469531383e+01 1.324398448643628790e+01 1.044189214827191137e+01 8.064904763830179846e+00 6.072599558165808986e+00 4.471208155009287921e+00 3.206782832472175215e+00 2.239768886553673344e+00 1.552479964583304062e+00 1.126388044929743648e+00 1.912288165560878210e-04
4.035945400604671818e+02 3.287447657440639546e+02 2.680525839906001693e+02 2.176443759896985739e+02 1.718199007960467384e+02 1.408930890446404476e+02 1.217897050690334595e+02 1.089653081306263260e+02 9.853114557364808945e+01 8.896162678250014721e+01 7.973744867424306904e+01 7.083002028342588119e+01 6.243258295321604123e+01 5.461495162510080803e+01 4.739190911986833754e+01 4.083671700723326836e+01 3.495429050087115996e+01 2.962121264701005785e+01 2.481704456068998255e+01 2.057672452979018729e+01 1.682546775642110504e+01 1.350782516172869308e+01 1.065045468840061638e+01 8.220991822311692232e+00 6.190966415452177962e+00 4.556276522833371700e+00 3.266145532333410095e+00 2.279805696093626821e+00 1.578486523009742237e+00 1.144479019620557647e+00 1.599626353668548429e-04
3.825973356725049825e+02 3.116037576329711669e+02 2.541761222088241539e+02 2.052860243356239494e+02 1.662034918002804318e+02 1.398395924950530684e+02 1.220444142705860600e+02 1.092496790651965028e+02 9.860180038410329928e+01 8.891568185694588067e+01 7.962667798779907002e+01 7.066029676240900415e+01 6.226840693193462073e+01 5.447435939933567539e+01 4.724385592352710717e+01 4.069553372315230888e+01 3.485054973415977031e+01 2.952909269925611824e+01 2.472279864859489962e+01 2.050714986641181525e+01 1.677858079819114678e+01 1.345783476685177504e+01 1.060767920014329668e+01 8.191595521745179909e+00 6.164824464570076934e+00 4.536931291021223167e+00 3.252046834874457559e+00 2.269847218655615784e+00 1.572201772179989687e+00 1.139992472361075704e+00 1.756297367249408544e-04
3.860906777011441022e+02 3.183327433613269477e+02 2.630314409992064952e+02 2.173628985228367014e+02 1.756551088963097982e+02 1.420795177886000431e+02 1.201705767982992370e+02 1.061226121012896471e+02 9.541477930823725728e+01 8.598527487851816886e+01 7.706443632478435291e+01 6.850947549670222259e+01 6.043229611475013741e+01 5.290429402580537754e+01 4.595437085323174387e+01 3.963022658836262480e+01 3.393175848390431781e+01 2.876987416142136311e+01 2.412228445462138993e+01 2.000452314763106898e+01 1.635831905414543996e+01 1.314246078811440022e+01 1.036695125566435038e+01 8.003594291963015195e+00 6.032598022367893442e+00 4.443060558581898079e+00 3.187837927139423488e+00 2.227489852800900394e+00 1.543850794985074382e+00 1.120374245484291986e+00 1.463094296378818150e-04
3.686154971953047266e+02 3.023234302676199263e+02 2.484408428235439033e+02 2.033163350648281096e+02 1.618000187045003599e+02 1.332306017452093556e+02 1.152991010498946167e+02 1.031334655023062226e+02 9.321232587606050402e+01 8.412125736283513788e+01 7.537879600522853707e+01 6.695927213719045312e+01 5.903508918163785779e+01 5.166601824042215441e+01 4.486085423809642947e+01 3.868026891793631705e+01 3.312617924773553568e+01 2.808704971832514374e+01 2.354319220133138657e+01 1.952552896283171080e+01 1.596839600930384506e+01 1.282324679141795087e+01 1.011257936790530110e+01 7.807021113250049105e+00 5.881654866183465558e+00 4.331366610789104676e+00 3.108505315071913078e+00 2.173939622069914979e+00 1.508915916744430374e+00 1.096194261047817475e+00 1.830693439099536615e-04
3.735808676253793692e+02 3.091535003011302933e+02 2.565130906482528417e+02 2.129300798968953075e+02 1.729866102688036165e+02 1.404883944180479318e+02 1.189149217330562891e+02 1.049058543916203234e+02 9.421768823122512515e+01 8.484992015772947127e+01 7.602415101599960678e+01 6.757886241811817740e+01 5.961243541329508844e+01 5.219103267800249313e+01 4.534140906945464877e+01 3.910764748778900923e+01 3.348841442683436753e+01 2.839783400575965899e+01 2.381342161542830738e+01 1.974930741408153523e+01 1.614993457725303116e+01 1.297607177407951795e+01 1.023616372908291972e+01 7.902755389961546584e+00 5.957128769020870074e+00 4.388034277430707064e+00 3.149180921995225368e+00 2.201508889915999578e+00 1.526759727073901063e+00 1.108490793207198788e+00 1.543810074950376153e-04
