    0.136083442097350602E+02    0.283919846421218869E+00    0.142725152589427395E+02    0.648879223143933426E+00    0.276377173250590946E+01   -0.226092397417794082E+02
    0.136647688277688548E+02    0.383328908378491595E+00    0.145318924498687938E+02    0.124238017078156382E+01    0.727773282628061957E+00   -0.224350615268386377E+02
    0.135664321755459518E+02    0.205091763094908314E+00    0.145852370855011593E+02    0.671142525241383181E+00    0.203174872418017527E+01   -0.216278523187624145E+02
    0.136929612757450432E+02    0.315155832376766143E+00    0.145759565989081672E+02    0.530899712071434826E+00    0.227807005362588066E+01   -0.213641260659413277E+02
    0.133636120055763197E+02    0.282525757588242832E-01    0.144128607069143655E+02    0.705036695542455405E+00    0.193672194837329514E+01   -0.210691231621622315E+02
    0.134132188601555615E+02    0.195640192190290357E+00    0.142003803438071294E+02    0.532378488667002547E+00    0.277094960654059497E+01   -0.210662122867166595E+02
    0.135256051403800903E+02    0.259218909226697047E+00    0.144962345606157452E+02    0.110252484704011278E+01    0.657972959058296225E+00   -0.210072145144998075E+02
    0.135951846935925129E+02    0.329542542172373831E+00    0.145324204959645709E+02    0.705475058323617787E+00    0.155535431629479692E+01   -0.208620767917213570E+02
    0.136864905840896718E+02    0.388544875729659345E+00    0.146226155866214746E+02    0.563003137046624635E+00    0.157342786134365231E+01   -0.208596637437637504E+02
    0.133072087658304152E+02    0.301883860149467220E-01    0.143290960304746466E+02    0.110007975518674161E+01    0.148387058247859693E+01   -0.206636752982070888E+02
    0.134427391219142471E+02    0.163767030115782086E+00    0.142819365127075137E+02    0.921973756573693182E+00    0.215183558553731213E+01   -0.206361890618049877E+02
    0.135232605474997722E+02    0.183821125113997008E+00    0.145452669154590595E+02    0.105724550638267289E+01    0.774701971022817681E+00   -0.205589369895462291E+02
    0.135534145250930269E+02    0.202930989875327206E+00    0.145203161087643142E+02    0.556199904248773302E+00    0.204170174389593839E+01   -0.203189924332887060E+02
    0.137072627273805736E+02    0.366156031735566823E+00    0.147280020529831752E+02    0.553784280335892554E+00    0.165557562739907604E+01   -0.203011081335361325E+02
    0.134463038097389340E+02    0.200050151593836850E+00    0.141671713636134484E+02    0.641000492495017449E+00    0.281982147644404790E+01   -0.202465889193943696E+02
    0.134321693949643439E+02    0.170406637769704161E+00    0.144620535521117457E+02    0.125433552670660475E+01    0.514291408948868045E+00   -0.202056869528376488E+02
    0.134021547197389221E+02    0.113039781211777171E+00    0.144386216086228458E+02    0.714320808499915749E+00    0.187746353987225123E+01   -0.200893023421550367E+02
    0.133057401235894819E+02    0.229621729102879417E-01    0.143183316182959874E+02    0.106216129652469693E+01    0.157645612925588430E+01   -0.200405500515636383E+02
    0.135427815528578854E+02    0.289567101227060031E+00    0.142295758338317224E+02    0.701252584538030188E+00    0.266573908076371247E+01   -0.200395578395569594E+02
    0.134376424901539870E+02    0.966941256595149623E-01    0.144366406434051235E+02    0.983159895490387292E+00    0.132214138724007224E+01   -0.200389712113940170E+02
    0.136263974964224008E+02    0.341428511440340698E+00    0.144955641355125753E+02    0.686818944283444255E+00    0.188848394944793019E+01   -0.200251166338034885E+02
    0.134568480822350622E+02    0.835998861354881329E-01    0.144089493311313088E+02    0.537691610584659752E+00    0.267600398199069822E+01   -0.199972087843140258E+02
    0.134031128261039996E+02    0.135883665728615460E+00    0.144252237035486335E+02    0.130022963244266432E+01    0.646657811116399417E+00   -0.199684620124367207E+02
    0.134573323993221905E+02    0.127176084300833409E+00    0.144267584721358233E+02    0.108013512005017609E+01    0.174323870666846226E+01   -0.199548859592451500E+02
    0.135126664629018087E+02    0.237206450913773431E+00    0.145174165457190156E+02    0.140852701534949820E+01    0.198098090843393720E+00   -0.199290624801973415E+02
