3.707384600522412370e+02 3.182560637638703724e+02 2.755781009255455842e+02 2.411290850664651089e+02 2.111144208314146056e+02 1.806928807618025417e+02 1.545466322974997979e+02 1.355883104326643434e+02 1.208400443618886868e+02 1.079832621633288596e+02 9.604899681724155869e+01 8.488135219333298664e+01 7.447338068218947171e+01 6.485297599471229546e+01 5.607599048401881703e+01 4.817108853767440024e+01 4.109306715611814553e+01 3.475315026799469820e+01 2.908742869901592343e+01 2.406333947707836529e+01 1.963033710303271917e+01 1.576326484561844765e+01 1.243091044441457171e+01 9.586865700293357051e+00 7.222010765850862768e+00 5.312934565219627814e+00 3.808588097042504561e+00 2.659393708624797625e+00 1.838507187454972547e+00 1.320549579144375985e+00 7.433207593107274175e-05
3.835030495333957674e+02 3.221895017958834160e+02 2.721400594186131343e+02 2.310646823580822229e+02 1.946595769772937672e+02 1.606067585381830725e+02 1.352942877659114913e+02 1.190987406080466116e+02 1.069058562182684113e+02 9.599528093676443063e+01 8.562599733389907897e+01 7.581803288267558116e+01 6.663500353432058887e+01 5.812562712014534583e+01 5.034946898020734807e+01 4.332767147554633880e+01 3.701453672988400712e+01 3.134199444052775263e+01 2.626485228634408742e+01 2.175226814550315524e+01 1.775809631762005480e+01 1.426923296168434696e+01 1.126135399776277346e+01 8.691544250236161062e+00 6.554885919673695938e+00 4.830137052263840047e+00 3.470976107329880378e+00 2.432476440886310876e+00 1.689499720795897053e+00 1.218450536324522826e+00 6.402614468706233921e-05
4.082569191470772694e+02 3.394899073179747688e+02 2.835615151443778359e+02 2.373866417963151321e+02 1.973021826658372220e+02 1.655004198473115480e+02 1.423157665842228141e+02 1.258424796182021765e+02 1.127481898691400772e+02 1.010034086641010589e+02 8.993687247755887881e+01 7.957117113015880250e+01 6.989272631597479801e+01 6.091420878007275519e+01 5.272771572812825980e+01 4.535621369515901335e+01 3.871913100521602757e+01 3.275771176037189747e+01 2.744504997729349682e+01 2.272835620615630248e+01 1.854108960657111993e+01 1.489121501966154071e+01 1.175450882809672493e+01 9.068653329259689144e+00 6.836840418092815064e+00 5.035379262677541767e+00 3.615097385091283311e+00 2.529684748478258527e+00 1.753406844085682037e+00 1.262620953273085878e+00 5.465263781236944564e-05
3.904769437027588879e+02 3.297614293368536096e+02 2.793445036383170077e+02 2.364623338508000927e+02 1.993449434907871876e+02 1.682873289780963830e+02 1.431462569277363741e+02 1.236722399384852480e+02 1.082178799975574748e+02 9.536718591960608649e+01 8.417893800154584483e+01 7.420508655512158214e+01 6.512955995867791614e+01 5.679659180040607680e+01 4.921391849153620512e+01 4.237905087128166315e+01 3.621408022856831366e+01 3.066601430207784063e+01 2.571201448199921913e+01 2.130588836526140639e+01 1.738940535775123664e+01 1.397214198146094688e+01 1.103305910105327747e+01 8.515651412896348305e+00 6.423510520069282137e+00 4.734949154021120599e+00 3.404271842128186787e+00 2.387708126269595166e+00 1.660127744370968106e+00 1.198515892413355655e+00 7.453623282885445524e-05
4.141101004411739837e+02 3.501741601956943555e+02 2.972076966511834826e+02 2.524653605033844883e+02 2.132397914410538249e+02 1.801344282519420972e+02 1.533260651545847679e+02 1.325700084961080165e+02 1.160894652301941932e+02 1.023587117658683496e+02 9.036550212930318082e+01 7.963172835370778557e+01 6.984022156628103062e+01 6.084502284051146148e+01 5.266415581076668673e+01 4.530134801769415986e+01 3.867607539819746876e+01 3.272545398592067301e+01 2.741836148831614750e+01 2.270520505331187167e+01 1.852296886106002916e+01 1.487674415935865291e+01 1.174188708189563357e+01 9.058295857002462981e+00 6.828096772564999917e+00 5.028107807126074746e+00 3.609586780211818002e+00 2.526011169606415585e+00 1.751200704853008494e+00 1.261145977115496697e+00 8.254523355753801844e-05
4.248210621236179350e+02 3.526441573726590946e+02 2.940864245068295304e+02 2.462149819721213646e+02 2.023744625002788666e+02 1.675802856359997293e+02 1.449692207033449449e+02 1.297512140122747724e+02 1.172407695842514954e+02 1.054626009522227150e+02 9.405042938601512503e+01 8.320217640692634120e+01 7.302159454708461794e+01 6.357925497677831572e+01 5.497924788274007568e+01 4.724806179241964799e+01 4.030619800296933164e+01 3.408228904759541678e+01 2.853707764401196201e+01 2.361908638773019220e+01 1.926206509041960047e+01 1.546551796410197888e+01 1.220151208935791942e+01 9.408720443545590228e+00 7.087718163376907299e+00 5.214899209556960180e+00 3.739729513321656373e+00 2.613556108946196499e+00 1.808755802194625284e+00 1.300582531391635488e+00 8.140142840453817820e-05
3.927912597498826699e+02 3.307055424100635719e+02 2.801141650642756531e+02 2.380964016055880563e+02 2.019072883662393849e+02 1.725955635711948162e+02 1.497007837518618203e+02 1.321160476858775326e+02 1.176858151521719833e+02 1.049222894011538756e+02 9.315831063718543703e+01 8.228173657792891049e+01 7.219468762678708629e+01 6.286869095325977241e+01 5.438166145992603617e+01 4.675241424266740609e+01 3.989275770872085758e+01 3.373738460675485840e+01 2.825564663760916773e+01 2.339175603076517973e+01 1.907617612359462100e+01 1.531671485739608407e+01 1.208715295316423521e+01 9.321591949591860882e+00 7.023526932382488930e+00 5.168982101836451903e+00 3.707709725772458942e+00 2.591803077834587299e+00 1.794211041145495455e+00 1.290516558215656362e+00 7.657579132837997083e-05
3.989641212496014191e+02 3.389951022094017503e+02 2.893537338471468274e+02 2.482916413431943568e+02 2.124443116682022605e+02 1.766043658743843991e+02 1.455771203801874947e+02 1.255111521066570219e+02 1.114383785126814672e+02 9.961481062549377441e+01 8.872353493529799096e+01 7.852154600288621111e+01 6.898900688607250231e+01 6.016019269117835933e+01 5.209075898803752125e+01 4.480586117144645186e+01 3.826414475421040606e+01 3.239098101591843459e+01 2.713471664738636591e+01 2.246558007060656692e+01 1.833744253925817347e+01 1.473250813227736167e+01 1.162464596556104723e+01 8.970796224629408400e+00 6.764172401632539078e+00 4.982608678872617602e+00 3.578204601291139930e+00 2.504767371577433011e+00 1.737117217607117459e+00 1.251180956207260220e+00 6.923946404127631691e-05
4.013065526149817401e+02 3.365344124818499267e+02 2.839819454309724733e+02 2.412741605781523333e+02 2.032146157541226330e+02 1.694222244209935013e+02 1.449334569171249996e+02 1.285731898624379426e+02 1.157087550355627457e+02 1.039493403300037500e+02 9.268819443627451449e+01 8.201725400295812562e+01 7.201432298883798921e+01 6.274046156668711660e+01 5.427856096135819541e+01 4.665607194113512435e+01 3.981441489045934645e+01 3.367890037252215762e+01 2.820152135847141750e+01 2.334179515579246100e+01 1.904306369419827760e+01 1.529354076135680174e+01 1.206532536679835310e+01 9.306699141606946668e+00 7.013534757209959558e+00 5.162532970110913944e+00 3.703728557910021202e+00 2.589167363161407831e+00 1.792518177442574911e+00 1.289257625941564234e+00 6.671860827751747406e-05
4.167015457225834894e+02 3.506399912568555806e+02 2.958949399849074666e+02 2.495464379091781382e+02 2.093955403093623886e+02 1.761020794895768233e+02 1.495797024991332762e+02 1.293328971385252260e+02 1.133710050032719749e+02 1.000651218608450677e+02 8.840447804630706230e+01 7.794736718440840662e+01 6.839340697228473687e+01 5.960544137353083727e+01 5.161016825646968442e+01 4.441168648209232828e+01 3.792647532479128358e+01 3.209736405294312789e+01 2.689936908483840483e+01 2.228115778344080411e+01 1.817868521394956005e+01 1.460183482067614058e+01 1.152750255286739645e+01 8.894371159086094991e+00 6.706279165838547662e+00 4.940237376459702290e+00 3.548268503195076917e+00 2.484809462167266947e+00 1.724110657956377857e+00 1.242600989302274250e+00 7.640499463798706720e-05
